Index,Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Spd (km/h),Visibility (km),Stn Press (kPa)
1642,15.5,11.2,75.0,5.0,16.1,100.7
1643,15.9,11.6,75.0,11.0,16.1,100.73
1644,16.6,11.3,71.0,9.0,16.1,100.73
1645,18.9,11.3,61.0,8.0,16.1,100.69
1646,18.9,11.2,61.0,5.0,16.1,100.66
1647,19.8,10.9,56.0,11.0,16.1,100.64
1648,19.9,11.7,59.0,5.0,16.1,100.62
1649,19.9,11.7,59.0,5.0,16.1,100.61
1650,20.4,10.4,52.0,5.0,16.1,100.63
1651,19.5,11.5,59.0,5.0,16.1,100.65
1652,19.3,9.1,51.0,5.0,16.1,100.73
1653,22.1,9.3,44.0,9.0,16.1,100.8
1654,21.0,9.2,46.0,11.0,16.1,100.85
1655,20.3,9.1,48.0,17.0,16.1,100.89
1656,20.5,8.6,46.0,26.0,16.1,100.9
1657,19.8,8.2,47.0,15.0,16.1,100.92
1658,20.0,7.3,43.0,22.0,16.1,100.93
1659,19.7,5.9,40.0,30.0,16.1,100.97
1660,14.2,8.2,67.0,21.0,16.1,101.06
1661,13.0,8.7,75.0,21.0,16.1,101.16
1662,13.9,8.6,70.0,24.0,16.1,101.23
1663,13.7,8.2,69.0,18.0,16.1,101.29
1664,14.0,7.9,67.0,21.0,16.1,101.33
1665,16.0,8.1,59.0,22.0,16.1,101.38
1666,17.4,6.8,49.0,26.0,16.1,101.38
1667,17.8,6.6,48.0,28.0,16.1,101.39
1668,18.3,6.0,44.0,28.0,16.1,101.37
1669,19.2,6.0,42.0,30.0,16.1,101.36
1670,19.4,5.4,40.0,26.0,16.1,101.35
1671,18.3,4.8,41.0,18.0,16.1,101.36
1672,18.0,3.7,38.0,21.0,16.1,101.33
1673,17.7,4.5,41.0,18.0,16.1,101.28
1674,19.8,2.5,31.0,26.0,16.1,101.22
1675,19.8,2.3,31.0,26.0,16.1,101.19
1676,16.8,3.4,40.0,22.0,16.1,101.24
1677,14.8,5.9,55.0,18.0,16.1,101.26
1678,15.0,4.9,51.0,21.0,16.1,101.24
1679,15.9,3.6,44.0,24.0,16.1,101.24
1680,16.1,5.2,48.0,21.0,16.1,101.27
1681,16.3,4.8,46.0,18.0,16.1,101.27
1682,15.9,5.1,49.0,18.0,16.1,101.27
1683,16.8,3.9,42.0,22.0,16.1,101.28
1684,16.7,5.2,46.0,24.0,16.1,101.26
1685,16.1,6.6,53.0,26.0,16.1,101.31
1686,15.1,7.7,61.0,26.0,16.1,101.34
1687,15.4,8.0,61.0,24.0,16.1,101.38
1688,16.1,8.2,59.0,24.0,16.1,101.36
1689,16.6,8.5,59.0,26.0,16.1,101.38
1690,16.8,8.1,56.0,28.0,16.1,101.35
1691,16.8,9.1,60.0,28.0,16.1,101.33
1692,16.9,10.0,64.0,28.0,16.1,101.3
1693,19.3,11.7,61.0,28.0,16.1,101.24
1694,18.6,12.2,66.0,22.0,16.1,101.19
1695,19.1,12.4,65.0,26.0,16.1,101.15
1696,19.9,12.2,61.0,26.0,16.1,101.09
1697,18.6,11.2,62.0,28.0,16.1,101.06
1698,19.2,11.3,60.0,26.0,16.1,101.01
1699,18.3,10.8,61.0,28.0,16.1,100.99
1700,16.5,10.0,65.0,30.0,16.1,100.96
1701,16.0,9.5,65.0,24.0,16.1,100.94
1702,15.9,8.7,62.0,24.0,16.1,100.92
1703,16.2,9.7,65.0,21.0,16.1,100.86
1704,17.3,9.5,60.0,18.0,16.1,100.83
1705,18.6,9.5,55.0,18.0,16.1,100.76
1706,18.3,11.0,62.0,17.0,16.1,100.73
1707,18.6,10.9,61.0,13.0,16.1,100.68
1708,16.2,12.6,79.0,21.0,16.1,100.66
1709,14.7,14.1,96.0,8.0,14.5,100.69
1710,12.7,12.4,98.0,15.0,3.2,100.69
1711,13.6,13.3,98.0,15.0,9.7,100.64
1712,13.8,13.5,98.0,18.0,16.1,100.56
1713,13.0,12.7,98.0,24.0,8.1,100.5
1714,12.6,12.5,99.0,22.0,8.1,100.44
1715,12.8,12.5,98.0,24.0,14.5,100.36
1716,13.7,12.1,90.0,26.0,16.1,100.27
1717,14.9,12.0,83.0,24.0,16.1,100.15
1718,13.6,11.8,89.0,28.0,16.1,100.08
1719,14.4,11.4,82.0,26.0,16.1,100.0
1720,14.2,12.4,89.0,18.0,16.1,99.95
1721,14.3,13.8,97.0,13.0,8.1,99.92
1722,14.1,14.0,99.0,8.0,6.4,99.91
1723,15.9,14.3,90.0,26.0,16.1,100.03
1724,14.3,12.4,88.0,22.0,16.1,100.09
1725,14.2,11.3,83.0,34.0,16.1,100.2
1726,14.2,10.9,81.0,18.0,16.1,100.25
1727,14.1,10.4,78.0,26.0,16.1,100.29
1728,13.5,10.0,79.0,24.0,16.1,100.34
1729,13.2,9.9,80.0,22.0,16.1,100.41
1730,13.0,9.9,81.0,22.0,16.1,100.47
1731,13.5,9.6,77.0,24.0,16.1,100.56
1732,13.8,9.3,74.0,13.0,16.1,100.66
1733,12.4,9.1,80.0,15.0,16.1,100.75
1734,12.8,8.9,77.0,15.0,16.1,100.87
1735,14.4,8.7,68.0,22.0,16.1,100.95
1736,15.3,9.0,66.0,15.0,16.1,101.02
1737,16.7,9.1,61.0,18.0,16.1,101.04
1738,16.9,9.6,62.0,17.0,16.1,101.02
1739,20.4,7.9,44.0,24.0,16.1,100.99
1740,21.0,7.3,41.0,35.0,16.1,100.98
1741,21.4,7.1,39.0,30.0,16.1,100.98
1742,22.0,7.5,39.0,24.0,16.1,100.98
1743,21.9,7.6,39.0,21.0,16.1,100.99
1744,22.5,5.7,33.0,18.0,16.1,100.97
1745,22.2,5.6,34.0,21.0,16.1,100.98
1746,21.4,3.7,31.0,18.0,16.1,100.99
1747,20.5,3.2,32.0,17.0,16.1,101.0
1748,19.2,1.4,30.0,13.0,16.1,101.03
1749,19.0,1.3,30.0,4.0,16.1,101.04
1750,13.0,6.9,66.0,9.0,16.1,101.06
1751,12.6,7.7,72.0,0.0,16.1,101.08
1752,12.1,7.3,72.0,0.0,16.1,101.09
1753,12.5,7.0,69.0,0.0,16.1,101.1
1754,11.7,8.1,79.0,0.0,16.1,101.09
1755,11.4,8.7,84.0,4.0,16.1,101.1
1756,9.7,8.2,90.0,5.0,16.1,101.08
1757,9.7,8.1,90.0,5.0,16.1,101.11
1758,12.2,9.6,84.0,13.0,16.1,101.05
1759,14.1,8.9,71.0,5.0,16.1,101.11
1760,13.4,8.6,72.0,11.0,16.1,101.1
1761,14.7,9.9,73.0,11.0,16.1,101.07
1762,14.7,11.2,79.0,15.0,16.1,101.03
1763,15.4,11.3,76.0,15.0,16.1,100.98
1764,14.4,11.5,83.0,18.0,16.1,100.91
1765,14.8,11.1,78.0,21.0,16.1,100.84
1766,15.4,10.6,73.0,18.0,16.1,100.75
1767,16.1,9.9,66.0,21.0,16.1,100.68
1768,16.0,9.4,65.0,21.0,16.1,100.6
1769,15.6,8.3,62.0,24.0,16.1,100.56
1770,15.9,8.0,59.0,22.0,16.1,100.5
1771,15.9,7.4,57.0,24.0,16.1,100.44
1772,15.4,8.0,61.0,24.0,16.1,100.38
1773,15.8,7.5,58.0,24.0,16.1,100.34
1774,14.6,8.0,64.0,28.0,16.1,100.28
1775,14.3,8.9,70.0,18.0,16.1,100.18
1776,14.3,9.4,72.0,15.0,16.1,100.1
1777,14.9,10.2,73.0,15.0,16.1,100.03
1778,15.9,10.5,70.0,17.0,16.1,99.96
1779,15.9,11.6,76.0,8.0,16.1,99.91
1780,14.7,12.0,83.0,8.0,16.1,99.87
1781,14.5,12.4,87.0,0.0,12.9,99.83
1782,13.5,12.7,95.0,17.0,11.3,99.76
1783,12.7,11.9,95.0,15.0,6.4,99.76
1784,12.2,11.3,94.0,24.0,16.1,99.69
1785,11.8,11.0,95.0,22.0,16.1,99.65
1786,13.0,11.9,93.0,18.0,16.1,99.54
1787,12.9,12.4,97.0,18.0,6.4,99.54
1788,12.4,11.9,97.0,18.0,9.7,99.48
1789,12.6,12.1,97.0,17.0,16.1,99.4
1790,13.0,12.7,98.0,15.0,16.1,99.34
1791,14.1,13.2,94.0,8.0,16.1,99.3
1792,15.1,14.0,93.0,9.0,16.1,99.28
1793,14.9,14.1,95.0,8.0,16.1,99.28
1794,13.5,12.6,94.0,9.0,16.1,99.28
1795,12.8,11.8,94.0,13.0,16.1,99.33
1796,12.5,11.5,94.0,11.0,16.1,99.35
1797,14.7,11.1,79.0,18.0,16.1,99.39
1798,14.5,11.0,80.0,21.0,16.1,99.4
1799,14.3,10.9,80.0,15.0,16.1,99.42
1800,14.1,10.4,78.0,18.0,16.1,99.45
1801,13.9,10.0,77.0,22.0,16.1,99.49
1802,13.3,9.4,77.0,26.0,16.1,99.55
1803,12.9,8.6,75.0,24.0,16.1,99.59
1804,12.8,7.7,71.0,22.0,16.1,99.69
1805,12.3,7.1,70.0,32.0,16.1,99.78
1806,12.7,7.3,69.0,28.0,16.1,99.87
1807,13.5,7.8,68.0,26.0,16.1,99.97
1808,13.8,7.1,64.0,34.0,16.1,100.08
1809,15.7,7.4,58.0,30.0,16.1,100.16
1810,18.0,8.4,53.0,22.0,16.1,100.21
1811,19.7,8.2,47.0,30.0,16.1,100.26
1812,20.9,8.1,43.0,28.0,16.1,100.28
1813,22.0,7.8,40.0,34.0,16.1,100.31
1814,22.1,8.5,41.0,35.0,16.1,100.35
1815,22.1,9.0,43.0,34.0,16.1,100.37
1816,21.4,7.7,41.0,37.0,16.1,100.39
1817,21.4,7.7,41.0,34.0,16.1,100.42
1818,18.3,8.4,52.0,17.0,16.1,100.43
1819,19.5,10.5,56.0,15.0,16.1,100.43
1820,13.6,10.0,79.0,8.0,16.1,100.45
1821,12.9,9.5,79.0,5.0,16.1,100.43
1822,13.3,10.0,80.0,5.0,16.1,100.4
1823,12.8,9.9,82.0,9.0,16.1,100.37
1824,12.6,9.6,82.0,5.0,16.1,100.34
1825,13.6,10.1,79.0,13.0,16.1,100.31
1826,13.4,10.5,83.0,4.0,16.1,100.27
1827,13.5,10.2,80.0,13.0,16.1,100.2
1828,13.1,10.3,83.0,18.0,16.1,100.17
1829,12.9,10.3,84.0,18.0,16.1,100.19
1830,13.5,10.3,81.0,24.0,16.1,100.21
1831,13.5,10.5,82.0,26.0,16.1,100.21
1832,14.9,10.9,77.0,32.0,16.1,100.17
1833,14.4,11.1,80.0,26.0,16.1,100.14
1834,14.7,11.3,80.0,26.0,16.1,100.12
1835,14.7,11.7,82.0,26.0,16.1,100.11
1836,14.3,11.2,81.0,24.0,16.1,100.07
1837,14.5,12.4,87.0,34.0,16.1,100.05
1838,14.6,12.5,87.0,24.0,16.1,100.05
1839,13.6,11.8,89.0,22.0,16.1,100.05
1840,13.3,11.6,89.0,21.0,16.1,100.06
1841,12.9,11.4,90.0,11.0,16.1,100.08
1842,14.0,12.8,92.0,11.0,16.1,100.1
1843,16.8,15.7,93.0,8.0,9.7,100.12
1844,16.1,15.8,98.0,5.0,4.8,100.11
1845,15.4,15.2,99.0,4.0,3.6,100.19
1846,14.9,14.4,97.0,4.0,4.8,100.24
1847,14.0,13.7,98.0,9.0,4.8,100.23
1848,14.7,14.1,96.0,0.0,9.7,100.23
1849,15.4,11.2,76.0,17.0,16.1,100.21
1850,14.4,11.1,80.0,5.0,16.1,100.19
1851,14.2,9.1,71.0,9.0,16.1,100.18
1852,13.1,9.0,76.0,9.0,16.1,100.15
1853,12.5,9.4,81.0,13.0,16.1,100.17
1854,12.5,9.7,83.0,11.0,16.1,100.21
1855,13.0,9.3,78.0,11.0,16.1,100.17
1856,14.2,10.0,75.0,15.0,16.1,100.23
1857,15.5,9.4,67.0,15.0,16.1,100.25
1858,16.2,9.9,66.0,13.0,16.1,100.29
1859,16.1,9.5,64.0,8.0,16.1,100.26
1860,14.2,10.0,75.0,11.0,16.1,100.25
1861,12.2,10.3,88.0,9.0,16.1,100.29
1862,12.3,10.2,87.0,11.0,16.1,100.31
1863,13.5,10.0,79.0,5.0,16.1,100.32
1864,16.3,11.1,71.0,5.0,16.1,100.32
1865,16.566666666666666,10.766666666666666,68.33333333333333,8.0,16.1,100.31333333333333
1866,16.833333333333336,10.433333333333334,65.66666666666667,5.0,16.1,100.30666666666666
1867,17.1,10.1,63.0,5.0,16.1,100.3
1868,14.9,10.9,77.0,5.0,16.1,100.35
1869,14.0,10.2,78.0,5.0,16.1,100.42
1870,12.0,10.4,90.0,4.0,16.1,100.47
1871,11.7,10.3,91.0,4.0,16.1,100.49
1872,13.8,10.8,82.0,5.0,16.1,100.51
1873,14.1,11.6,85.0,0.0,16.1,100.49
1874,14.2,11.9,86.0,4.0,16.1,100.54
1875,14.2,11.5,84.0,5.0,16.1,100.53
1876,13.3,10.9,85.0,4.0,16.1,100.53
1877,12.8,10.9,88.0,5.0,16.1,100.59
1878,12.9,11.0,88.0,4.0,16.1,100.65
1879,14.1,11.1,82.0,4.0,16.1,100.71
1880,15.3,12.1,81.0,11.0,16.1,100.75
1881,15.6,11.9,78.0,15.0,16.1,100.73
1882,15.4,11.5,77.0,17.0,16.1,100.73
1883,15.5,11.7,78.0,17.0,16.1,100.75
1884,15.9,10.9,72.0,18.0,16.1,100.75
1885,16.5,11.5,72.0,18.0,16.1,100.75
1886,16.6,10.8,68.0,21.0,16.1,100.74
1887,16.8,11.1,69.0,17.0,16.1,100.73
1888,15.5,10.7,73.0,17.0,16.1,100.69
1889,15.8,11.2,74.0,17.0,16.1,100.64
1890,16.0,11.2,73.0,17.0,16.1,100.59
1891,15.6,10.7,72.0,11.0,16.1,100.63
1892,14.6,10.5,76.0,11.0,16.1,100.64
1893,14.5,10.9,79.0,8.0,16.1,100.64
1894,15.6,11.0,74.0,4.0,16.1,100.66
1895,15.0,11.7,81.0,0.0,16.1,100.63
1896,15.8,11.9,78.0,4.0,16.1,100.58
1897,13.1,12.0,93.0,4.0,16.1,100.58
1898,13.8,11.9,88.0,4.0,16.1,100.55
1899,14.6,12.7,88.0,9.0,16.1,100.5
1900,13.1,11.7,91.0,4.0,16.1,100.51
1901,15.1,12.4,84.0,0.0,16.1,100.5
1902,13.8,12.0,89.0,8.0,16.1,100.49
1903,13.2,11.7,91.0,5.0,16.1,100.53
1904,14.5,12.1,85.0,4.0,16.1,100.55
1905,15.6,12.1,79.0,8.0,16.1,100.53
1906,16.9,13.1,78.0,11.0,16.1,100.53
1907,19.5,11.6,60.0,4.0,16.1,100.51
1908,18.8,13.4,71.0,15.0,16.1,100.48
1909,18.1,13.9,76.0,9.0,16.1,100.45
1910,19.7,12.7,64.0,5.0,16.1,100.38
1911,21.8,12.73157894736842,64.10526315789474,8.0,16.1,100.32
1912,20.1,12.76315789473684,64.21052631578948,9.0,16.1,100.32
1913,21.3,12.794736842105262,64.3157894736842,5.0,16.1,100.24
1914,20.05,12.826315789473684,64.42105263157895,9.0,16.1,100.225
1915,18.8,12.857894736842105,64.52631578947368,5.0,16.1,100.21
1916,17.6,12.889473684210525,64.63157894736842,4.0,16.1,100.2
1917,17.3,12.921052631578947,64.73684210526316,0.0,16.1,100.23
1918,17.3,12.952631578947368,64.84210526315789,4.0,16.1,100.24
1919,17.5,12.98421052631579,64.94736842105263,5.0,16.1,100.21
1920,16.4,13.01578947368421,65.05263157894737,0.0,16.1,100.19
1921,15.9,13.047368421052632,65.15789473684211,0.0,16.1,100.14
1922,15.9,13.078947368421053,65.26315789473684,0.0,16.1,100.11
1923,14.8,13.110526315789475,65.36842105263158,0.0,16.1,100.09
1924,14.7,13.142105263157895,65.47368421052632,8.0,16.1,100.05
1925,15.7,13.173684210526316,65.57894736842105,4.0,16.1,100.044
1926,16.7,13.205263157894738,65.6842105263158,5.0,16.1,100.038
1927,17.7,13.23684210526316,65.78947368421052,4.0,16.1,100.032
1928,18.7,13.26842105263158,65.89473684210526,5.0,16.1,100.026
1929,19.7,13.3,66.0,8.0,16.1,100.02
1930,17.3,13.8,80.0,13.0,16.1,100.01
1931,19.5,13.0,66.0,9.0,16.1,99.99
1932,19.6,13.9,69.0,11.0,16.1,99.94
1933,20.7,14.4,67.0,9.0,16.1,99.89
1934,20.7,15.1,70.0,9.0,16.1,99.86
1935,20.7,15.8,73.0,9.0,16.1,99.79
1936,20.6,15.6,73.0,11.0,16.1,99.73
1937,19.6,15.9,79.0,15.0,16.1,99.68
1938,19.0,14.6,75.0,15.0,16.1,99.65
1939,18.0,14.4,79.0,15.0,16.1,99.65
1940,17.3,13.8,80.0,11.0,16.1,99.65
1941,17.6,13.9,79.0,11.0,16.1,99.67
1942,17.7,14.4,81.0,4.0,16.1,99.64
1943,17.3,14.4,83.0,0.0,16.1,99.62
1944,18.3,13.4,73.0,8.0,16.1,99.57
1945,17.8,14.5,81.0,0.0,16.1,99.5
1946,18.4,13.6,73.0,0.0,16.1,99.43
1947,17.9,13.9,77.0,4.0,16.1,99.37
1948,17.8,13.9,77.0,0.0,16.1,99.34
1949,18.2,14.6,79.0,0.0,16.1,99.29
1950,19.7,16.0,79.0,8.0,16.1,99.29
1951,19.2,16.5,84.0,8.0,16.1,99.34
1952,18.5,16.7,89.0,9.0,16.1,99.3
1953,19.1,16.4,84.0,11.0,16.1,99.28
1954,20.6,16.7,78.0,11.0,16.1,99.3
1955,20.4,16.2,77.0,11.0,16.1,99.29
1956,20.5,16.1,76.0,11.0,16.1,99.28
1957,20.7,16.8,78.0,8.0,16.1,99.28
1958,21.0,16.5,75.0,11.0,16.1,99.24
1959,18.4,16.5,89.0,9.0,16.1,99.25
1960,18.2,16.4,89.0,8.0,16.1,99.23
1961,17.9,16.2,90.0,5.0,16.1,99.26
1962,19.0,16.6,86.0,13.0,16.1,99.31
1963,18.4,17.0,91.0,13.0,8.1,99.36
1964,18.1,16.3,89.0,17.0,9.7,99.38
1965,18.1,15.7,86.0,15.0,16.1,99.44
1966,17.9,15.7,87.0,18.0,16.1,99.51
1967,18.0,15.4,85.0,18.0,16.1,99.53
1968,17.5,15.0,85.0,18.0,16.1,99.56
1969,17.2,15.2,88.0,15.0,16.1,99.56
1970,17.2,14.3,83.0,18.0,16.1,99.6
1971,17.4,13.8,79.0,17.0,16.1,99.66
1972,16.8,13.4,80.0,18.0,16.1,99.72
1973,15.7,12.6,82.0,21.0,16.1,99.85
1974,16.5,12.4,76.0,22.0,16.1,99.91
1975,17.7,12.4,71.0,24.0,16.1,99.97
1976,17.7,12.2,70.0,11.0,16.1,100.04
1977,19.6,12.8,65.0,5.0,16.1,100.12
1978,20.7,13.3,62.0,13.0,16.1,100.13
1979,22.3,13.7,58.0,17.0,16.1,100.22
1980,22.6,12.9,54.0,22.0,16.1,100.19
1981,23.2,12.9,52.0,15.0,16.1,100.17
1982,22.7,11.7,49.0,15.0,16.1,100.2
1983,23.7,11.9,47.0,15.0,16.1,100.22
1984,24.3,11.0,43.0,18.0,16.1,100.25
1985,23.3,9.9,42.0,21.0,16.1,100.3
1986,22.5,9.9,44.0,22.0,16.1,100.35
1987,21.7,10.2,48.0,17.0,16.1,100.41
1988,20.2,8.6,47.0,21.0,16.1,100.44
1989,19.5,8.6,49.0,18.0,16.1,100.49
1990,18.8,8.1,50.0,17.0,16.1,100.55
1991,18.3,8.0,51.0,11.0,16.1,100.57
1992,17.5,8.0,53.0,11.0,16.1,100.61
1993,17.0,8.0,55.0,13.0,16.1,100.61
1994,16.3,8.0,58.0,15.0,16.1,100.65
1995,15.9,8.5,61.0,17.0,16.1,100.68
1996,15.1,8.6,65.0,17.0,16.1,100.73
1997,15.3,8.8,65.0,17.0,16.1,100.8
1998,15.9,9.0,63.0,18.0,16.1,100.85
1999,17.7,9.5,58.0,15.0,16.1,100.89
2000,19.5,10.0,54.0,17.0,16.1,100.89
2001,21.2,10.3,49.0,5.0,16.1,100.91
2002,22.5,9.3,43.0,8.0,16.1,100.93
2003,23.2,8.6,39.0,9.0,16.1,100.97
2004,23.3,7.9,37.0,30.0,16.1,100.96
2005,23.8,9.5,40.0,9.0,16.1,100.93
2006,24.2,9.4,39.0,9.0,16.1,100.91
2007,21.5,10.8,50.0,17.0,16.1,100.87
2008,20.5,11.4,55.0,15.0,16.1,100.87
2009,19.0,12.5,66.0,8.0,16.1,100.88
2010,19.1,11.6,61.0,5.0,16.1,100.89
2011,17.9,13.4,75.0,8.0,16.1,100.88
2012,22.8,11.0,47.0,11.0,16.1,100.88
2013,21.7,9.6,46.0,11.0,16.1,100.88
2014,20.4,8.9,47.0,9.0,16.1,100.88
2015,19.6,9.0,50.0,11.0,16.1,100.86
2016,18.5,9.6,56.0,8.0,16.1,100.85
2017,14.9,10.0,72.0,17.0,16.1,100.93
2018,14.1,10.0,76.0,11.0,16.1,100.97
2019,14.0,10.0,77.0,11.0,16.1,100.96
2020,13.6,10.0,79.0,11.0,16.1,101.03
2021,12.9,10.1,83.0,9.0,16.1,101.04
2022,13.9,10.0,77.0,13.0,16.1,101.09
2023,15.6,10.6,72.0,8.0,16.1,101.08
2024,16.5,10.7,68.0,11.0,16.1,101.0
2025,17.8,10.9,64.0,9.0,16.1,100.96
2026,19.0,11.1,60.0,11.0,16.1,100.87
2027,19.7,9.8,52.0,18.0,16.1,100.76
2028,18.6,12.1,66.0,11.0,16.1,100.72
2029,19.0,11.5,61.0,11.0,16.1,100.69
2030,20.8,10.7,52.0,13.0,16.1,100.68
2031,23.9,11.2,44.0,11.0,16.1,100.53
2032,23.6,9.8,41.0,17.0,16.1,100.49
2033,22.5,10.6,46.0,17.0,16.1,100.43
2034,21.2,12.8,58.0,13.0,16.1,100.41
2035,20.9,11.7,55.0,13.0,16.1,100.37
2036,20.5,12.1,58.0,11.0,16.1,100.32
2037,20.1,10.5,54.0,8.0,16.1,100.33
2038,19.0,11.1,60.0,0.0,16.1,100.29
2039,18.8,12.1,65.0,4.0,16.1,100.28
2040,15.9,13.5,86.0,5.0,16.1,100.24
2041,15.9,12.6,81.0,4.0,16.1,100.2
2042,15.5,13.2,86.0,5.0,16.1,100.19
2043,15.6,13.0,84.0,0.0,16.1,100.17
2044,15.0,12.8,87.0,4.0,16.1,100.15
2045,15.3,12.6,84.0,11.0,16.1,100.17
2046,16.1,13.1,82.0,17.0,16.1,100.13
2047,16.6,12.7,77.0,21.0,16.1,100.09
2048,17.1,13.1,77.0,21.0,16.1,100.05
2049,18.4,12.0,66.0,22.0,16.1,100.01
2050,17.3,12.8,75.0,21.0,16.1,100.04
2051,17.8,12.6,71.0,26.0,16.1,99.94
2052,18.0,13.8,76.0,28.0,16.1,99.91
2053,18.5,14.9,79.0,26.0,16.1,99.87
2054,19.1,15.1,77.0,24.0,16.1,99.85
2055,19.4,15.3,77.0,22.0,16.1,99.75
2056,19.2,15.1,77.0,26.0,16.1,99.7
2057,18.1,14.9,81.0,28.0,16.1,99.62
2058,18.6,14.6,77.0,28.0,16.1,99.56
2059,17.8,14.4,81.0,28.0,16.1,99.57
2060,18.4,14.6,78.0,26.0,16.1,99.54
2061,18.7,15.1,79.0,24.0,16.1,99.52
2062,18.8,15.4,81.0,17.0,16.1,99.49
2063,17.0,15.2,89.0,17.0,16.1,99.49
2064,16.7,15.9,95.0,11.0,6.4,99.42
2065,16.7,16.5,99.0,4.0,3.6,99.46
2066,15.4,15.2,99.0,5.0,2.0,99.47
2067,14.6,14.6,100.0,8.0,4.0,99.48
2068,14.8,14.7,99.0,5.0,8.1,99.53
2069,15.8,15.5,98.0,4.0,11.3,99.62
2070,16.7,16.4,98.0,5.0,4.8,99.67
2071,16.9,16.3,96.0,9.0,14.5,99.71
2072,17.6,16.3,92.0,17.0,16.1,99.77
2073,19.5,16.5,83.0,15.0,16.1,99.8
2074,20.8,15.4,71.0,18.0,16.1,99.88
2075,20.7,16.1,75.0,11.0,16.1,99.91
2076,20.4,16.0,76.0,13.0,16.1,99.98
2077,23.5,15.7,61.0,35.0,16.1,100.06
2078,23.6,16.1,62.0,28.0,16.1,100.13
2079,23.0,15.9,64.0,24.0,16.1,100.13
2080,22.7,15.8,65.0,18.0,16.1,100.13
2081,23.5,15.2,59.0,22.0,16.1,100.13
2082,23.4,14.5,57.0,18.0,16.1,100.14
2083,20.9,14.4,66.0,9.0,12.9,100.19
2084,18.7,14.6,77.0,9.0,16.1,100.2
2085,18.0,14.9,82.0,4.0,16.1,100.27
2086,17.4,15.6,89.0,4.0,16.1,100.33
2087,17.4,15.7,90.0,4.0,16.1,100.36
2088,17.8,15.6,87.0,4.0,16.1,100.35
2089,17.7,15.5,87.0,0.0,16.1,100.3
2090,17.4,15.2,87.0,0.0,16.1,100.34
2091,18.3,15.3,83.0,9.0,16.1,100.32
2092,17.3,15.3,88.0,5.0,16.1,100.37
2093,17.7,15.2,85.0,11.0,16.1,100.39
2094,17.5,15.7,89.0,8.0,16.1,100.42
2095,18.1,16.1,88.0,8.0,16.1,100.45
2096,20.2,16.9,81.0,11.0,16.1,100.47
2097,19.5,16.7,83.0,22.0,16.1,100.43
2098,19.1,16.5,85.0,13.0,16.1,100.47
2099,20.0,16.9,82.0,8.0,16.1,100.49
2100,21.5,17.6,78.0,18.0,16.1,100.51
2101,27.5,15.1,46.0,28.0,16.1,100.51
2102,25.5,14.6,50.0,22.0,16.1,100.51
2103,26.7,14.0,45.0,39.0,16.1,100.52
2104,28.6,14.6,42.0,28.0,16.1,100.54
2105,28.0,14.9,44.0,28.0,16.1,100.55
2106,27.8,14.2,43.0,26.0,16.1,100.62
2107,27.3,13.8,43.0,22.0,16.1,100.67
2108,25.7,13.6,47.0,15.0,16.1,100.74
2109,25.0,13.4,48.0,13.0,16.1,100.8
2110,22.3,15.0,63.0,4.0,16.1,100.85
2111,18.0,14.6,80.0,5.0,16.1,100.92
2112,18.2,14.6,79.0,5.0,16.1,100.95
2113,16.8,14.0,84.0,8.0,16.1,100.96
2114,15.6,13.9,89.0,8.0,16.1,100.99
2115,19.0,14.3,74.0,0.0,16.1,101.01
2116,15.1,13.7,91.0,8.0,16.1,101.04
2117,20.2,14.3,69.0,11.0,16.1,101.08
2118,21.2,15.0,68.0,4.0,16.1,101.14
2119,22.3,15.3,64.0,5.0,16.1,101.21
2120,18.9,15.2,79.0,11.0,16.1,101.24
2121,19.2,15.4,79.0,8.0,16.1,101.24
2122,20.5,15.8,74.0,5.0,16.1,101.22
2123,21.1,16.4,74.0,9.0,16.1,101.27
2124,22.5,15.6,64.0,8.0,16.1,101.28
2125,22.6,16.8,69.0,9.0,16.1,101.21
2126,23.1,16.8,67.0,8.0,16.1,101.17
2127,24.1,16.7,63.0,8.0,16.1,101.18
2128,26.7,13.7,44.0,13.0,16.1,101.11
2129,26.5,13.3,44.0,11.0,16.1,101.04
2130,24.9,15.3,55.0,4.0,16.1,101.04
2131,24.0,15.1,57.0,4.0,16.1,101.07
2132,22.7,16.8,69.0,4.0,16.1,101.09
2133,21.6,15.8,69.0,5.0,16.1,101.18
2134,21.3,15.9,71.0,4.0,16.1,101.17
2135,21.0,17.2,79.0,0.0,16.1,101.15
2136,19.1,15.4,79.0,8.0,16.1,101.16
2137,19.1,15.3,78.0,0.0,16.1,101.12
2138,18.5,16.1,86.0,4.0,16.1,101.14
2139,18.6,15.3,81.0,0.0,16.1,101.08
2140,18.3,16.0,86.0,0.0,16.1,101.08
2141,17.8,15.8,88.0,4.0,16.1,101.13
2142,17.9,15.8,88.0,8.0,16.1,101.16
2143,20.0,16.5,80.0,0.0,16.1,101.22
2144,21.9,16.7,72.0,8.0,16.1,101.26
2145,22.5,17.1,71.0,4.0,16.1,101.27
2146,20.7,17.2,80.0,5.0,16.1,101.22
2147,21.7,17.4,76.0,5.0,16.1,101.2
2148,23.7,16.6,64.0,5.0,16.1,101.16
2149,25.2,17.2,61.0,8.0,16.1,101.16
2150,24.6,17.7,65.0,28.0,16.1,101.22
